YEARMAKE,MODEL,TRIM,STOCK,VIN,@QR,QRYEARMODEL,QRSTOCK,@QR2,MISC
2024 Honda,Prologue,AWD EX,2024 Prologue - 240893,NEW - 3GPKHVRJ6RS517981,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_274.PNG,2024 Prologue - 240893,NEW - 3GPKHVRJ6RS517981,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_274.PNG,2024 Prologue - 240893 - NEW - 3GPKHVRJ6RS517981
2024 Honda,Prologue,AWD EX,2024 Prologue - 240970,NEW - 3GPKHVRJ6RS543030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_275.PNG,2024 Prologue - 240970,NEW - 3GPKHVRJ6RS543030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_275.PNG,2024 Prologue - 240970 - NEW - 3GPKHVRJ6RS543030
2026 Honda,Passport,TrailSport,2026 Passport - 260032,NEW - 5FNYF9H58TB018810,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_276.PNG,2026 Passport - 260032,NEW - 5FNYF9H58TB018810,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_276.PNG,2026 Passport - 260032 - NEW - 5FNYF9H58TB018810
2025 Honda,Ridgeline,AWD BLACK EDITION,2025 Ridgeline - 251245,NEW - 5FPYK3F85SB036712,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_277.PNG,2025 Ridgeline - 251245,NEW - 5FPYK3F85SB036712,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_277.PNG,2025 Ridgeline - 251245 - NEW - 5FPYK3F85SB036712
2025 Honda,Odyssey,TOURING,2025 Odyssey - 251252,NEW - 5FNRL6H81SB073443,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_278.PNG,2025 Odyssey - 251252,NEW - 5FNRL6H81SB073443,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_278.PNG,2025 Odyssey - 251252 - NEW - 5FNRL6H81SB073443
2025 Honda,Ridgeline,AWD BLACK EDITION,2025 Ridgeline - 251296,NEW - 5FPYK3F82SB037994,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_279.PNG,2025 Ridgeline - 251296,NEW - 5FPYK3F82SB037994,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_279.PNG,2025 Ridgeline - 251296 - NEW - 5FPYK3F82SB037994
2025 Honda,Pilot,EX-L,2025 Pilot - 251270,NEW - 5FNYG1H45SB135894,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_280.PNG,2025 Pilot - 251270,NEW - 5FNYG1H45SB135894,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_280.PNG,2025 Pilot - 251270 - NEW - 5FNYG1H45SB135894
2026 Honda,Passport,RTL,2026 Passport - 260018,NEW - 5FNYF9H33TB015408,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_281.PNG,2026 Passport - 260018,NEW - 5FNYF9H33TB015408,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_281.PNG,2026 Passport - 260018 - NEW - 5FNYF9H33TB015408
2026 Honda,Passport,RTL,2026 Passport - 260021,NEW - 5FNYF9H36TB015368,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_282.PNG,2026 Passport - 260021,NEW - 5FNYF9H36TB015368,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_282.PNG,2026 Passport - 260021 - NEW - 5FNYF9H36TB015368
2025 Honda,Ridgeline,AWD TRAILSPORT,2025 Ridgeline - 251166,NEW - 5FPYK3F64SB033489,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_283.PNG,2025 Ridgeline - 251166,NEW - 5FPYK3F64SB033489,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_283.PNG,2025 Ridgeline - 251166 - NEW - 5FPYK3F64SB033489
2025 Honda,Ridgeline,AWD TRAILSPORT,2025 Ridgeline - 251196,NEW - 5FPYK3F64SB034996,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_284.PNG,2025 Ridgeline - 251196,NEW - 5FPYK3F64SB034996,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_284.PNG,2025 Ridgeline - 251196 - NEW - 5FPYK3F64SB034996
2025 Honda,Odyssey,SPORT-L,2025 Odyssey - 251272,NEW - 5FNRL6H75SB074232,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_285.PNG,2025 Odyssey - 251272,NEW - 5FNRL6H75SB074232,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_285.PNG,2025 Odyssey - 251272 - NEW - 5FNRL6H75SB074232
2025 Honda,Ridgeline,AWD BLACK EDITION,2025 Ridgeline - 251016,NEW - 5FPYK3F80SB027657,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_286.PNG,2025 Ridgeline - 251016,NEW - 5FPYK3F80SB027657,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_286.PNG,2025 Ridgeline - 251016 - NEW - 5FPYK3F80SB027657
2025 Honda,Ridgeline,AWD BLACK EDITION,2025 Ridgeline - 251165,NEW - 5FPYK3F83SB033386,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_287.PNG,2025 Ridgeline - 251165,NEW - 5FPYK3F83SB033386,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_287.PNG,2025 Ridgeline - 251165 - NEW - 5FPYK3F83SB033386
2025 Honda,Odyssey,EX-L,2025 Odyssey - 251309,NEW - 5FNRL6H65SB065277,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_288.PNG,2025 Odyssey - 251309,NEW - 5FNRL6H65SB065277,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_288.PNG,2025 Odyssey - 251309 - NEW - 5FNRL6H65SB065277
2025 Honda,Ridgeline,AWD TRAILSPORT,2025 Ridgeline - 250377,NEW - 5FPYK3F69SB006322,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_289.PNG,2025 Ridgeline - 250377,NEW - 5FPYK3F69SB006322,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_289.PNG,2025 Ridgeline - 250377 - NEW - 5FPYK3F69SB006322
2025 Honda,Ridgeline,AWD TRAILSPORT,2025 Ridgeline - 251000,NEW - 5FPYK3F61SB026354,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_290.PNG,2025 Ridgeline - 251000,NEW - 5FPYK3F61SB026354,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_290.PNG,2025 Ridgeline - 251000 - NEW - 5FPYK3F61SB026354
2025 Honda,Odyssey,EX-L,2025 Odyssey - 251279,NEW - 5FNRL6H63SB074947,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_291.PNG,2025 Odyssey - 251279,NEW - 5FNRL6H63SB074947,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_291.PNG,2025 Odyssey - 251279 - NEW - 5FNRL6H63SB074947
2026 Honda,CR-V,AWDSTRG,2026 CR-V - 260038,NEW - 7FARS6H95TE002568,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_292.PNG,2026 CR-V - 260038,NEW - 7FARS6H95TE002568,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_292.PNG,2026 CR-V - 260038 - NEW - 7FARS6H95TE002568
2025 Honda,Ridgeline,AWD RTL,2025 Ridgeline - 250468,NEW - 5FPYK3F59SB010099,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_293.PNG,2025 Ridgeline - 250468,NEW - 5FPYK3F59SB010099,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_293.PNG,2025 Ridgeline - 250468 - NEW - 5FPYK3F59SB010099
2026 Honda,CR-V,AWDSTRG,2026 CR-V - 260033,NEW - 7FARS6H91TE001238,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_294.PNG,2026 CR-V - 260033,NEW - 7FARS6H91TE001238,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_294.PNG,2026 CR-V - 260033 - NEW - 7FARS6H91TE001238
2026 Honda,CR-V,AWDSTRG,2026 CR-V - 260031,NEW - 7FARS6H98TE000734,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_295.PNG,2026 CR-V - 260031,NEW - 7FARS6H98TE000734,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_295.PNG,2026 CR-V - 260031 - NEW - 7FARS6H98TE000734
2025 Honda,Ridgeline,AWD RTL,2025 Ridgeline - 251190,NEW - 5FPYK3F58SB033969,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_296.PNG,2025 Ridgeline - 251190,NEW - 5FPYK3F58SB033969,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_296.PNG,2025 Ridgeline - 251190 - NEW - 5FPYK3F58SB033969
2025 Honda,CR-V,HYBRID AWD SP TRG,2025 CR-V - 251271,NEW - 7FARS6H91SE112273,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_297.PNG,2025 CR-V - 251271,NEW - 7FARS6H91SE112273,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_297.PNG,2025 CR-V - 251271 - NEW - 7FARS6H91SE112273
2025 Honda,Ridgeline,AWD RTL,2025 Ridgeline - 251295,NEW - 5FPYK3F52SB037953,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_298.PNG,2025 Ridgeline - 251295,NEW - 5FPYK3F52SB037953,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_298.PNG,2025 Ridgeline - 251295 - NEW - 5FPYK3F52SB037953
2025 Honda,Ridgeline,AWD RTL,2025 Ridgeline - 250720,NEW - 5FPYK3F58SB017769,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_299.PNG,2025 Ridgeline - 250720,NEW - 5FPYK3F58SB017769,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_299.PNG,2025 Ridgeline - 250720 - NEW - 5FPYK3F58SB017769
2026 Honda,CR-V,ASPTL,2026 CR-V - 260030,NEW - 7FARS6H81TE001019,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_300.PNG,2026 CR-V - 260030,NEW - 7FARS6H81TE001019,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_300.PNG,2026 CR-V - 260030 - NEW - 7FARS6H81TE001019
2026 Honda,CR-V,ASPTL,2026 CR-V - 260035,NEW - 7FARS6H88TE002202,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_301.PNG,2026 CR-V - 260035,NEW - 7FARS6H88TE002202,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_301.PNG,2026 CR-V - 260035 - NEW - 7FARS6H88TE002202
2025 Honda,Ridgeline,4SPORT+,2025 Ridgeline - 250350,NEW - 5FPYK3F23SB004918,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_302.PNG,2025 Ridgeline - 250350,NEW - 5FPYK3F23SB004918,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_302.PNG,2025 Ridgeline - 250350 - NEW - 5FPYK3F23SB004918
2024 Honda,Ridgeline,Sport,2024 Ridgeline - 240847,NEW - 5FPYK3F24RB024508,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_303.PNG,2024 Ridgeline - 240847,NEW - 5FPYK3F24RB024508,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_303.PNG,2024 Ridgeline - 240847 - NEW - 5FPYK3F24RB024508
2025 Honda,CR-V Hybrid,Sport-L,2025 CR-V Hybrid - 251251,NEW - 7FARS6H82SE102164,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_304.PNG,2025 CR-V Hybrid - 251251,NEW - 7FARS6H82SE102164,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_304.PNG,2025 CR-V Hybrid - 251251 - NEW - 7FARS6H82SE102164
2025 Honda,CR-V,HYBRID AWD SPORT-L,2025 CR-V - 251224,NEW - 7FARS6H82SE102214,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_305.PNG,2025 CR-V - 251224,NEW - 7FARS6H82SE102214,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_305.PNG,2025 CR-V - 251224 - NEW - 7FARS6H82SE102214
2026 Honda,CR-V,AWD T/S,2026 CR-V - 260028,NEW - 7FARS6H66TE000558,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_306.PNG,2026 CR-V - 260028,NEW - 7FARS6H66TE000558,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_306.PNG,2026 CR-V - 260028 - NEW - 7FARS6H66TE000558
2025 Honda,CR-V,HYBRID AWD SPORT-L,2025 CR-V - 251241,NEW - 7FARS6H83SE109110,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_307.PNG,2025 CR-V - 251241,NEW - 7FARS6H83SE109110,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_307.PNG,2025 CR-V - 251241 - NEW - 7FARS6H83SE109110
2025 Honda,CR-V,HYBRID AWD SPORT-L,2025 CR-V - 251243,NEW - 7FARS6H87SE097530,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_308.PNG,2025 CR-V - 251243,NEW - 7FARS6H87SE097530,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_308.PNG,2025 CR-V - 251243 - NEW - 7FARS6H87SE097530
2025 Honda,CR-V,HYBRID AWD SPORT-L,2025 CR-V - 251300,NEW - 7FARS6H88SE108308,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_309.PNG,2025 CR-V - 251300,NEW - 7FARS6H88SE108308,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_309.PNG,2025 CR-V - 251300 - NEW - 7FARS6H88SE108308
2025 Honda,Accord Sedan,HYBRID TOURING,2025 Accord Sedan - 251286,NEW - 1HGCY2F84SA054740,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_310.PNG,2025 Accord Sedan - 251286,NEW - 1HGCY2F84SA054740,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_310.PNG,2025 Accord Sedan - 251286 - NEW - 1HGCY2F84SA054740
2025 Honda,Accord Sedan,HYBRID TOURING,2025 Accord Sedan - 521285,NEW - 1HGCY2F85SA054729,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_311.PNG,2025 Accord Sedan - 521285,NEW - 1HGCY2F85SA054729,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_311.PNG,2025 Accord Sedan - 521285 - NEW - 1HGCY2F85SA054729
2025 Honda,Accord Sedan,HYBRID TOURING,2025 Accord Sedan - 251274,NEW - 1HGCY2F88SA054286,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_312.PNG,2025 Accord Sedan - 251274,NEW - 1HGCY2F88SA054286,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_312.PNG,2025 Accord Sedan - 251274 - NEW - 1HGCY2F88SA054286
2024 Honda,Accord Hybrid,Touring,2024 Accord Hybrid - 240632,NEW - 1HGCY2F86RA052613,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_313.PNG,2024 Accord Hybrid - 240632,NEW - 1HGCY2F86RA052613,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_313.PNG,2024 Accord Hybrid - 240632 - NEW - 1HGCY2F86RA052613
2026 Honda,CR-V,AWDSPRT,2026 CR-V - 260027,NEW - 7FARS6H58TE000424,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_314.PNG,2026 CR-V - 260027,NEW - 7FARS6H58TE000424,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_314.PNG,2026 CR-V - 260027 - NEW - 7FARS6H58TE000424
2025 Honda,CR-V,1.5T AWD EX-L,2025 CR-V - 251240,NEW - 2HKRS4H79SH493810,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_315.PNG,2025 CR-V - 251240,NEW - 2HKRS4H79SH493810,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_315.PNG,2025 CR-V - 251240 - NEW - 2HKRS4H79SH493810
2025 Honda,CR-V,1.5T AWD EX-L,2025 CR-V - 251267,NEW - 7FARS4H72SE021368,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_316.PNG,2025 CR-V - 251267,NEW - 7FARS4H72SE021368,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_316.PNG,2025 CR-V - 251267 - NEW - 7FARS4H72SE021368
2026 Honda,CR-V,AWDEX-L,2026 CR-V - 260039,NEW - 7FARS4H74TE000099,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_317.PNG,2026 CR-V - 260039,NEW - 7FARS4H74TE000099,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_317.PNG,2026 CR-V - 260039 - NEW - 7FARS4H74TE000099
2025 Honda,CR-V,HYBRID AWD SPORT,2025 CR-V - 251247,NEW - 7FARS6H58SE109335,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_318.PNG,2025 CR-V - 251247,NEW - 7FARS6H58SE109335,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_318.PNG,2025 CR-V - 251247 - NEW - 7FARS6H58SE109335
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 251287,NEW - 1HGCY2F78SA054196,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_319.PNG,2025 Accord Sedan - 251287,NEW - 1HGCY2F78SA054196,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_319.PNG,2025 Accord Sedan - 251287 - NEW - 1HGCY2F78SA054196
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 251303,NEW - 1HGCY2F7XSA055446,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_320.PNG,2025 Accord Sedan - 251303,NEW - 1HGCY2F7XSA055446,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_320.PNG,2025 Accord Sedan - 251303 - NEW - 1HGCY2F7XSA055446
2025 Honda,Accord Sedan,HYBRID EX-L,2025 Accord Sedan - 251275,NEW - 1HGCY2F63SA054033,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_321.PNG,2025 Accord Sedan - 251275,NEW - 1HGCY2F63SA054033,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_321.PNG,2025 Accord Sedan - 251275 - NEW - 1HGCY2F63SA054033
2025 Honda,Accord Sedan,HYBRID EX-L,2025 Accord Sedan - 251304,NEW - 1HGCY2F68SA055288,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_322.PNG,2025 Accord Sedan - 251304,NEW - 1HGCY2F68SA055288,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_322.PNG,2025 Accord Sedan - 251304 - NEW - 1HGCY2F68SA055288
2026 Honda,CR-V,AWDEX-L,2026 CR-V - 260036,NEW - 7FARS4H76TE000041,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_323.PNG,2026 CR-V - 260036,NEW - 7FARS4H76TE000041,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_323.PNG,2026 CR-V - 260036 - NEW - 7FARS4H76TE000041
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 250975,NEW - 1HGCY2F70SA025680,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_324.PNG,2025 Accord Sedan - 250975,NEW - 1HGCY2F70SA025680,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_324.PNG,2025 Accord Sedan - 250975 - NEW - 1HGCY2F70SA025680
2025 Honda,CR-V,1.5T AWD EX,2025 CR-V - 251308,NEW - 7FARS4H44SE014377,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_325.PNG,2025 CR-V - 251308,NEW - 7FARS4H44SE014377,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_325.PNG,2025 CR-V - 251308 - NEW - 7FARS4H44SE014377
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 251284,NEW - 1HGCY2F53SA054170,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_326.PNG,2025 Accord Sedan - 251284,NEW - 1HGCY2F53SA054170,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_326.PNG,2025 Accord Sedan - 251284 - NEW - 1HGCY2F53SA054170
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 251250,NEW - 1HGCY2F56SA052087,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_327.PNG,2025 Accord Sedan - 251250,NEW - 1HGCY2F56SA052087,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_327.PNG,2025 Accord Sedan - 251250 - NEW - 1HGCY2F56SA052087
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 251256,NEW - 1HGCY2F50SA052683,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_328.PNG,2025 Accord Sedan - 251256,NEW - 1HGCY2F50SA052683,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_328.PNG,2025 Accord Sedan - 251256 - NEW - 1HGCY2F50SA052683
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 251297,NEW - 1HGCY2F57SA051773,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_329.PNG,2025 Accord Sedan - 251297,NEW - 1HGCY2F57SA051773,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_329.PNG,2025 Accord Sedan - 251297 - NEW - 1HGCY2F57SA051773
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 251257,NEW - 1HGCY2F57SA052681,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_330.PNG,2025 Accord Sedan - 251257,NEW - 1HGCY2F57SA052681,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_330.PNG,2025 Accord Sedan - 251257 - NEW - 1HGCY2F57SA052681
2025 Honda,Civic Hybrid,Sport Touring,2025 Civic Hybrid - 251232,NEW - JHMFL4H9XSX004304,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_331.PNG,2025 Civic Hybrid - 251232,NEW - JHMFL4H9XSX004304,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_331.PNG,2025 Civic Hybrid - 251232 - NEW - JHMFL4H9XSX004304
2025 Honda,Civic Hybrid,Sport Touring,2025 Civic Hybrid - 251268,NEW - JHMFL4H90SX004893,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_332.PNG,2025 Civic Hybrid - 251268,NEW - JHMFL4H90SX004893,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_332.PNG,2025 Civic Hybrid - 251268 - NEW - JHMFL4H90SX004893
2026 Honda,CR-V,AWDLX,2026 CR-V - 260037,NEW - 7FARS4H28TE000272,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_333.PNG,2026 CR-V - 260037,NEW - 7FARS4H28TE000272,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_333.PNG,2026 CR-V - 260037 - NEW - 7FARS4H28TE000272
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 250830,NEW - 1HGCY2F50SA024916,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_334.PNG,2025 Accord Sedan - 250830,NEW - 1HGCY2F50SA024916,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_334.PNG,2025 Accord Sedan - 250830 - NEW - 1HGCY2F50SA024916
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 251141,NEW - 1HGCY2F52SA005672,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_335.PNG,2025 Accord Sedan - 251141,NEW - 1HGCY2F52SA005672,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_335.PNG,2025 Accord Sedan - 251141 - NEW - 1HGCY2F52SA005672
2025 Honda,CR-V,1.5T 2WD EX,2025 CR-V - 251221,NEW - 5J6RS3H46SL014216,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_336.PNG,2025 CR-V - 251221,NEW - 5J6RS3H46SL014216,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_336.PNG,2025 CR-V - 251221 - NEW - 5J6RS3H46SL014216
